TxnID,Date,Description,Internal reference,External reference,Currency,Amount,Balance after transaction,Match,Booking,Synced to Dooer date
"1275","2018-08-02","6463978051  /18-08-01","6463978051  /18-08-01","6463978051  /18-08-01","SEK","-50.28","222770.8","","A885","2018-08-19 16:19:10"
"1274","2018-08-02","Kostnad","Kostnad","Kostnad","SEK","-385","222821.08","","A712","2018-08-19 16:19:10"
"1273","2018-08-02","282148806198","282148806198","282148806198","SEK","-43689.29","223206.08","Doc 916","A647","2018-08-19 16:19:10"
"1272","2018-08-01","Trygg-Hansa","Trygg-Hansa","Trygg-Hansa","SEK","-301","266895.37","","A886","2018-08-19 16:19:10"
"1271","2018-07-31","8444658243  /18-07-30","8444658243  /18-07-30","8444658243  /18-07-30","SEK","-53.96","267196.37","Doc 1041","A777","2018-08-19 16:19:10"
"1269","2018-07-30","3122815333  /18-07-28","3122815333  /18-07-28","3122815333  /18-07-28","SEK","-899.77","267250.33","","A894","2018-07-31 09:55:54"
"1268","2018-07-26","4158004537  /18-07-24","4158004537  /18-07-24","4158004537  /18-07-24","SEK","-262.48","268150.1","Doc 912","A475","2018-07-31 09:55:54"
"1267","2018-07-25","Norrsken Hou/18-07-24","Norrsken Hou/18-07-24","Norrsken Hou/18-07-24","SEK","-11250","268412.58","Doc 910","A473","2018-07-31 09:55:53"
"1266","2018-07-25","R102-P199","R102-P199","Lön","SEK","-30182","279662.58","Rep 102","A463","2018-07-31 09:55:53"
"1265","2018-07-25","R102-P197","R102-P197","Lön","SEK","-30182","309844.58","Rep 102","A462","2018-07-31 09:55:53"
"1264","2018-07-25","R102-P198","R102-P198","Lön","SEK","-16333","340026.58","Rep 102","A461","2018-07-31 09:55:53"
"1263","2018-07-24","4154486673  /18-07-23","4154486673  /18-07-23","4154486673  /18-07-23","SEK","-227.03","356359.58","Doc 911","A477","2018-07-31 09:55:53"
"1262","2018-07-23","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","224063","356586.61","","","2018-07-31 09:55:53"
"1261","2018-07-23","8778877815  /18-07-20","8778877815  /18-07-20","8778877815  /18-07-20","SEK","-65.79","132523.61","","A637,A920","2018-07-31 09:55:53"
"1260","2018-07-18","8778877815  /18-07-17","8778877815  /18-07-17","8778877815  /18-07-17","SEK","-896.1","132589.4","Doc 964","A653","2018-07-31 09:55:53"
"1259","2018-07-17","Coinbase Uk,","Coinbase Uk,","Coinbase Uk, / Reversal Cbaeurjtwsckvj-15125464","SEK","10.26","133485.5","","A895","2018-07-31 09:55:53"
"1258","2018-07-16","8778877815  /18-07-11","8778877815  /18-07-11","8778877815  /18-07-11","SEK","-229.05","133475.24","Doc 907","A480","2018-07-31 09:55:53"
"1257","2018-07-16","12122557327 /18-07-13","12122557327 /18-07-13","12122557327 /18-07-13","SEK","-320.67","133704.29","Doc 974","A790","2018-07-31 09:55:53"
"1256","2018-07-13","Tallinn     /18-07-12","Tallinn     /18-07-12","Tallinn     /18-07-12","SEK","-614.39","134024.96","Doc 908","A478","2018-07-31 09:55:53"
"1255","2018-07-13","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","59375","134639.35","","","2018-07-31 09:55:53"
"1254","2018-07-12","8662781349  /18-07-11","8662781349  /18-07-11","8662781349  /18-07-11","SEK","-309.48","75264.35","","A896","2018-07-31 09:55:53"
"1253","2018-07-12","8773818743  /18-07-11","8773818743  /18-07-11","8773818743  /18-07-11","SEK","-225.24","75573.83","Doc 1050","A770","2018-07-31 09:55:53"
"1252","2018-07-12","Everyday AB","Everyday AB","Everyday AB","SEK","56000","75799.07","","A457","2018-07-31 09:55:53"
"1251","2018-07-12","Skatteverket","",,"SEK","-92274","19799.07","","A899","2018-07-31 09:55:53"
"1250","2018-07-11","Banktjänster","Banktjänster","Banktjänster","SEK","-203","112073.07","Doc 951","A659","2018-07-31 09:55:53"
"1249","2018-07-10","Klientmedel Billogram AB","",,"SEK","-1244","112276.07","Doc 855","A464","2018-07-31 09:55:53"
"1248","2018-07-09","La Mirada   /18-07-05","La Mirada   /18-07-05","La Mirada   /18-07-05","SEK","-261.3","113520.07","Doc 1032","A784","2018-07-31 09:55:53"
"1247","2018-07-06","Dublin      /18-07-05","Dublin      /18-07-05","Dublin      /18-07-05","SEK","-104.69","113781.37","Doc 967","A654","2018-07-31 09:55:52"
"1246","2018-07-06","Cb Payments,","Cbaeurjtwsckvj","Cbaeurjtwsckvj","SEK","-10.31","113886.06","Doc 1053","A768","2018-07-31 09:55:52"
"1245","2018-07-06","Hi3g","Hi3g","Hi3g","SEK","-661","113896.37","","A897","2018-07-31 09:55:52"
"1244","2018-07-06","Klientmedel Billogram AB","",,"SEK","-59","114557.37","Doc 875","A458","2018-07-31 09:55:52"
"1243","2018-07-04","8778894546  /18-07-03","8778894546  /18-07-03","8778894546  /18-07-03","SEK","-183.78","114616.37","Doc 894","A490","2018-07-31 09:55:52"
"1242","2018-07-03","Toronto     /18-07-02","Toronto     /18-07-02","Toronto     /18-07-02","SEK","-92.35","114800.15","Doc 896","A488","2018-07-31 09:55:52"
"1241","2018-07-03","4154486673  /18-07-02","4154486673  /18-07-02","4154486673  /18-07-02","SEK","-64.78","114892.5","Doc 893","A497","2018-07-31 09:55:52"
"1240","2018-07-02","8444658243  /18-06-30","8444658243  /18-06-30","8444658243  /18-06-30","SEK","-55.11","114957.28","Doc 1046","A772","2018-07-31 09:55:52"
"1239","2018-07-02","Ccögoogle Co/18-07-01","Ccögoogle Co/18-07-01","Ccögoogle Co/18-07-01","SEK","-246.45","115012.39","Doc 890","A489","2018-07-31 09:55:52"
"1238","2018-07-02","6463978051  /18-06-30","6463978051  /18-06-30","6463978051  /18-06-30","SEK","-51.5","115258.84","Doc 895","A491","2018-07-31 09:55:52"
"1237","2018-07-02","Trygg-Hansa","Trygg-Hansa","Trygg-Hansa","SEK","-301","115310.34","","A898","2018-07-31 09:55:52"
"1236","2018-06-29","8778877815  /18-06-26","8778877815  /18-06-26","8778877815  /18-06-26","SEK","-138.89","115611.34","Doc 883","A493","2018-07-31 09:55:52"
"1235","2018-06-29","3122815333  /18-06-28","3122815333  /18-06-28","3122815333  /18-06-28","SEK","-916.68","115750.23","Doc 889","A492","2018-07-31 09:55:52"
"1234","2018-06-28","Sj Mobilapp /18-06-27","Sj Mobilapp /18-06-27","Sj Mobilapp /18-06-27","SEK","-475","116666.91","Doc 888","A467","2018-07-31 09:55:52"
"1233","2018-06-28","Sj Mobilapp /18-06-27","Sj Mobilapp /18-06-27","Sj Mobilapp /18-06-27","SEK","-295","117141.91","Doc 887","A468","2018-07-31 09:55:52"
"1232","2018-06-28","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","59375","117436.91","","","2018-07-31 09:55:51"
"1231","2018-06-27","4158004537  /18-06-24","4158004537  /18-06-24","4158004537  /18-06-24","SEK","-263.81","58061.91","Doc 873","A495","2018-07-31 09:55:51"
"1230","2018-06-27","Kostnad","Kostnad","Kostnad","SEK","-35","58325.72","","A607","2018-07-31 09:55:51"
"1229","2018-06-27","281788582286","281788582286","281788582286","SEK","-46545.7","58360.72","Doc 850","A600","2018-07-31 09:55:51"
"1228","2018-06-26","Norrsken Hou/18-06-25","Norrsken Hou/18-06-25","Norrsken Hou/18-06-25","SEK","-11250","104906.42","Doc 870","A494","2018-07-31 09:55:51"
"1227","2018-06-26","52223425127","52223425127","Everyday AB","SEK","-56000","116156.42","","A459","2018-07-31 09:55:51"
"1218","2018-06-25","4154486673  /18-06-23","4154486673  /18-06-23","4154486673  /18-06-23","SEK","-227.91","172156.42","Doc 871","A409","2018-06-26 12:18:26"
"1217","2018-06-25","Grand Cayman/18-06-23","Grand Cayman/18-06-23","Grand Cayman/18-06-23","SEK","-8022.23","172384.33","Doc 872","A410","2018-06-26 12:18:26"
"1216","2018-06-25","R88-P187","R88-P187","Lön","SEK","-16333","180406.56","Rep 88","A608","2018-06-26 12:18:26"
"1215","2018-06-25","R88-P186","R88-P186","Lön","SEK","-30182","196739.56","Rep 88","A609","2018-06-26 12:18:26"
"1214","2018-06-25","R88-P188","R88-P188","Lön","SEK","-26170","226921.56","Rep 88","A610","2018-06-26 12:18:26"
"1213","2018-06-21","8778877815  /18-06-20","8778877815  /18-06-20","8778877815  /18-06-20","SEK","-945.97","253091.56","Doc 877","A413","2018-06-26 12:18:26"
"1212","2018-06-20","Cafe Saturnu/18-06-19","Cafe Saturnu/18-06-19","Cafe Saturnu/18-06-19","SEK","-340","254037.53","Doc 868","A430","2018-06-26 12:18:25"
"1211","2018-06-18","8778877815  /18-06-17","8778877815  /18-06-17","8778877815  /18-06-17","SEK","-895.07","254377.53","Doc 876","A411","2018-06-26 12:18:25"
"1210","2018-06-15","34933184607 /18-06-12","34933184607 /18-06-12","34933184607 /18-06-12","SEK","-312.4","255272.6","Doc 859,Doc 878","A419","2018-06-26 12:18:25"
"1209","2018-06-14","8778877815  /18-06-11","8778877815  /18-06-11","8778877815  /18-06-11","SEK","-221.74","255585","Doc 858","A418","2018-06-26 12:18:25"
"1208","2018-06-14","8662781349  /18-06-13","8662781349  /18-06-13","8662781349  /18-06-13","SEK","-303.33","255806.74","Doc 861","A421","2018-06-26 12:18:25"
"1207","2018-06-13","Fsprg Uk    /18-06-12","Fsprg Uk    /18-06-12","Fsprg Uk    /18-06-12","SEK","-468.84","256110.07","Doc 1137","A446","2018-06-26 12:18:25"
"1206","2018-06-13","Tallinn     /18-06-12","Tallinn     /18-06-12","Tallinn     /18-06-12","SEK","-605.29","256578.91","Doc 860","A414","2018-06-26 12:18:25"
"1205","2018-06-13","2122557327  /18-06-12","2122557327  /18-06-12","2122557327  /18-06-12","SEK","-311.75","257184.2","Doc 975","A445","2018-06-26 12:18:25"
"1204","2018-06-12","Skatteverket","",,"SEK","-6510","257495.95","","A444,A934","2018-06-26 12:18:25"
"1203","2018-06-11","Cafe Saturnu/18-06-08","Cafe Saturnu/18-06-08","Cafe Saturnu/18-06-08","SEK","-127","264005.95","Doc 899","A443","2018-06-26 12:18:25"
"1202","2018-06-11","Linkedin-314/18-06-10","Linkedin-314/18-06-10","Linkedin-314/18-06-10","SEK","-669.99","264132.95","","A442","2018-06-26 12:18:25"
"1201","2018-06-08","164 Sats Spa/18-06-07","164 Sats Spa/18-06-07","164 Sats Spa/18-06-07","SEK","-300","264802.94","Doc 949","A441","2018-06-26 12:18:25"
"1200","2018-06-08","Establish Ab/18-06-07","Establish Ab/18-06-07","Establish Ab/18-06-07","SEK","-2230","265102.94","Doc 853","A604","2018-06-26 12:18:25"
"1199","2018-06-08","Everyda I6o7","Everyda I6o7","Everyda I6o7","SEK","6983.51","267332.94","","A611","2018-06-26 12:18:25"
"1198","2018-06-08","D846-P184","D846-P184","Utlägg","SEK","-669.99","260349.43","Doc 846","A394","2018-06-26 12:18:25"
"1197","2018-06-08","Klientmedel Billogram AB","",,"SEK","-1244","261019.42","Doc 815","A393","2018-06-26 12:18:25"
"1196","2018-06-07","La Mirada   /18-06-05","La Mirada   /18-06-05","La Mirada   /18-06-05","SEK","-260.21","262263.42","Doc 1035","A440","2018-06-26 12:18:25"
"1195","2018-06-07","Bread And Ta/18-06-06","Bread And Ta/18-06-06","Bread And Ta/18-06-06","SEK","-228","262523.63","Doc 851","A602","2018-06-26 12:18:25"
"1194","2018-06-07","Cumin Club  /18-06-06","Cumin Club  /18-06-06","Cumin Club  /18-06-06","SEK","-560","262751.63","Doc 854","A606","2018-06-26 12:18:25"
"1193","2018-06-07","Kostnad","Kostnad","Kostnad","SEK","-400","263311.63","","A439,A592","2018-06-26 12:18:25"
"1192","2018-06-07","281588445132","281588445132","281588445132","SEK","-16456.8","263711.63","Doc 849","A438,A594","2018-06-26 12:18:25"
"1191","2018-06-07","Db Tt/cchelp/18-06-05","Db Tt/cchelp/18-06-05","Db Tt/cchelp/18-06-05","SEK","-104.73","280168.43","Doc 968","A437","2018-06-26 12:18:25"
"1183","2018-06-07","R84-P181","R84-P181","Lön","SEK","-30182","280273.16","Rep 84","A397","2018-06-26 12:18:23"
"1190","2018-06-05","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","281250","310455.16","","","2018-06-26 12:18:24"
"1189","2018-06-04","4154486673  /18-06-02","4154486673  /18-06-02","4154486673  /18-06-02","SEK","-63.67","29205.16","Doc 847","A415","2018-06-26 12:18:24"
"1188","2018-06-04","Toronto     /18-06-02","Toronto     /18-06-02","Toronto     /18-06-02","SEK","-90.77","29268.83","","A436","2018-06-26 12:18:24"
"1187","2018-06-04","R84-P182","R84-P182","Lön","SEK","-26170","29359.6","Rep 84","A398","2018-06-26 12:18:24"
"1186","2018-06-04","Hi3g","Hi3g","Hi3g","SEK","-875","55529.6","","A435","2018-06-26 12:18:24"
"1185","2018-06-04","Linkedin-386/18-06-01","Linkedin-386/18-06-01","Linkedin-386/18-06-01","SEK","-62.28","56404.6","","A434","2018-06-26 12:18:24"
"1184","2018-06-04","Ccögoogle Co/18-06-01","Ccögoogle Co/18-06-01","Ccögoogle Co/18-06-01","SEK","-188.88","56466.88","Doc 841","A417","2018-06-26 12:18:24"
"1182","2018-06-04","6463978051  /18-06-01","6463978051  /18-06-01","6463978051  /18-06-01","SEK","-50.57","56655.76","Doc 1044","A433","2018-06-26 12:18:23"
"1181","2018-06-01","Facebk  Er7t/18-05-31","Facebk  Er7t/18-05-31","Facebk  Er7t/18-05-31","SEK","-1024.35","56706.33","","A432","2018-06-26 12:18:23"
"1180","2018-06-01","Trygg-Hansa","Trygg-Hansa","Trygg-Hansa","SEK","-301","57730.68","","A431","2018-06-26 12:18:23"
"1179","2018-05-31","Bruce       /18-05-30","Bruce       /18-05-30","Bruce       /18-05-30","SEK","-690","58031.68","Doc 900","A391","2018-06-26 12:18:23"
"1178","2018-05-31","8444658243  /18-05-30","8444658243  /18-05-30","8444658243  /18-05-30","SEK","-54.64","58721.68","Doc 1043","A390","2018-06-26 12:18:22"
"1177","2018-05-31","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","3600","58776.32","","A388","2018-06-26 12:18:22"
"1172","2018-05-29","3122815333  /18-05-28","3122815333  /18-05-28","3122815333  /18-05-28","SEK","-895.06","55176.32","Doc 832","A349","2018-05-31 09:28:38"
"1171","2018-05-29","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","19470","56071.38","","A324","2018-05-31 09:28:38"
"1170","2018-05-28","Norrsken Hou/18-05-26","Norrsken Hou/18-05-26","Norrsken Hou/18-05-26","SEK","-11250","36601.38","Doc 828","A357","2018-05-31 09:28:38"
"1169","2018-05-28","4158004537  /18-05-24","4158004537  /18-05-24","4158004537  /18-05-24","SEK","-261.09","47851.38","Doc 830","A350","2018-05-31 09:28:38"
"1168","2018-05-25","R81-P180","R81-P180","Lön","SEK","-11363","48112.47","Rep 81","A333","2018-05-31 09:28:38"
"1167","2018-05-24","4154486673  /18-05-23","4154486673  /18-05-23","4154486673  /18-05-23","SEK","-225.55","59475.47","Doc 829","A351","2018-05-31 09:28:38"
"1166","2018-05-21","8778877815  /18-05-20","8778877815  /18-05-20","8778877815  /18-05-20","SEK","-440.3","59701.02","Doc 836","A352","2018-05-31 09:28:38"
"1165","2018-05-18","8778877815  /18-05-17","8778877815  /18-05-17","8778877815  /18-05-17","SEK","-888.3","60141.32","Doc 835","A353","2018-05-31 09:28:38"
"1164","2018-05-17","Skatteverket","Skatteverket",,"SEK","-1750","61029.62","","A329","2018-05-31 09:28:37"
"1163","2018-05-16","Skatteverket","",,"SEK","-22223","62779.62","","A335","2018-05-31 09:28:37"
"1162","2018-05-15","34933184607 /18-05-12","34933184607 /18-05-12","34933184607 /18-05-12","SEK","-315.97","85002.62","Doc 881","A378","2018-05-31 09:28:37"
"1161","2018-05-14","8778877815  /18-05-11","8778877815  /18-05-11","8778877815  /18-05-11","SEK","-221.97","85318.59","Doc 822","A361","2018-05-31 09:28:37"
"1160","2018-05-14","2122557327  /18-05-12","2122557327  /18-05-12","2122557327  /18-05-12","SEK","-310.76","85540.56","Doc 823","A360","2018-05-31 09:28:37"
"1159","2018-05-14","Tallinn     /18-05-12","Tallinn     /18-05-12","Tallinn     /18-05-12","SEK","-611.15","85851.32","Doc 824","A354","2018-05-31 09:28:37"
"1158","2018-05-11","8662781349  /18-05-10","8662781349  /18-05-10","8662781349  /18-05-10","SEK","-304.91","86462.47","Doc 813","A377","2018-05-31 09:28:36"
"1157","2018-05-11","Skatteverket","",,"SEK","-47408","86767.38","","A334","2018-05-31 09:28:36"
"1156","2018-05-09","Klientmedel Billogram AB","",,"SEK","-1244","134175.38","Doc 771","A338","2018-05-31 09:28:36"
"1155","2018-05-08","Facebk  Ybhf/18-05-07","Facebk  Ybhf/18-05-07","Facebk  Ybhf/18-05-07","SEK","-2100","135419.38","Doc 811","A366","2018-05-31 09:28:36"
"1154","2018-05-08","Kostnad","Kostnad","Kostnad","SEK","-50","137519.38","","A379,A625","2018-05-31 09:28:36"
"1153","2018-05-08","281288259257","281288259257","281288259257","SEK","-39215.16","137569.38","Doc 795","A376","2018-05-31 09:28:36"
"1152","2018-05-07","Sverigetaxi /18-05-04","Sverigetaxi /18-05-04","Sverigetaxi /18-05-04","SEK","-118","176784.54","Doc 808","A363","2018-05-31 09:28:36"
"1151","2018-05-07","Db Tt/cchelp/18-05-05","Db Tt/cchelp/18-05-05","Db Tt/cchelp/18-05-05","SEK","-107.96","176902.54","","A375","2018-05-31 09:28:36"
"1150","2018-05-07","Facebk  V7nq/18-04-30","Facebk  V7nq/18-04-30","Facebk  V7nq/18-04-30","SEK","-498.34","177010.5","Doc 798","A355","2018-05-31 09:28:36"
"1149","2018-05-07","Hi3g","Hi3g","Hi3g","SEK","-999","177508.84","Doc 805","A330","2018-05-31 09:28:36"
"1148","2018-05-07","La Mirada   /18-05-04","La Mirada   /18-05-04","La Mirada   /18-05-04","SEK","-263.4","178507.84","Doc 1037","A374","2018-05-31 09:28:36"
"1147","2018-05-04","Apple Online/18-05-04","Apple Online/18-05-04","Apple Online/18-05-04","SEK","-999","178771.24","Doc 812","A339","2018-05-31 09:28:36"
"1133","2018-05-03","Toronto     /18-05-02","Toronto     /18-05-02","Toronto     /18-05-02","SEK","-91.36","179770.24","Doc 806","A368","2018-05-04 15:57:04"
"1132","2018-05-03","441282798545/18-05-02","441282798545/18-05-02","441282798545/18-05-02","SEK","118.27","179861.6","","A380","2018-05-04 15:57:04"
"1131","2018-05-03","Sj Mobilapp /18-05-02","Sj Mobilapp /18-05-02","Sj Mobilapp /18-05-02","SEK","-197","179743.33","Doc 803","A373","2018-05-04 15:57:03"
"1130","2018-05-03","4154486673  /18-05-02","4154486673  /18-05-02","4154486673  /18-05-02","SEK","-64.08","179940.33","Doc 814","A369","2018-05-04 15:57:03"
"1129","2018-05-02","Linkedin-379/18-05-01","Linkedin-379/18-05-01","Linkedin-379/18-05-01","SEK","-148.41","180004.41","","A372","2018-05-04 15:57:02"
"1128","2018-05-02","Ccögoogle Co/18-05-02","Ccögoogle Co/18-05-02","Ccögoogle Co/18-05-02","SEK","-188.73","180152.82","Doc 801","A371","2018-05-04 15:57:02"
"1127","2018-05-02","6463978051  /18-05-01","6463978051  /18-05-01","6463978051  /18-05-01","SEK","-50.55","180341.55","Doc 800","A367","2018-05-04 15:57:02"
"1126","2018-05-02","Trygg-Hansa","Trygg-Hansa","Trygg-Hansa","SEK","-301","180392.1","","A370","2018-05-04 15:57:02"
"1125","2018-05-02","Klientmedel Billogram AB","",,"SEK","-350","180693.1","Doc 794","A259","2018-05-04 15:57:02"
"1124","2018-04-30","Bruce       /18-04-29","Bruce       /18-04-29","Bruce       /18-04-29","SEK","-690","181043.1","Doc 901","A290","2018-05-04 15:57:02"
"1123","2018-04-30","3122815333  /18-04-28","3122815333  /18-04-28","3122815333  /18-04-28","SEK","-886.67","181733.1","Doc 797","A291","2018-05-04 15:57:01"
"1122","2018-04-27","Linkedin-378/18-04-26","Linkedin-378/18-04-26","Linkedin-378/18-04-26","SEK","-950.93","182619.77","Doc 852","A274","2018-05-04 15:57:01"
"1121","2018-04-27","Clm040109491","Clm040109491","Clm040109491","SEK","-500","183570.7","Doc 864","A273","2018-05-04 15:57:01"
"1120","2018-04-26","Norrsken Hou/18-04-25","Norrsken Hou/18-04-25","Norrsken Hou/18-04-25","SEK","-11250","184070.7","Doc 784","A289","2018-05-04 15:57:01"
"1119","2018-04-26","4158004537  /18-04-24","4158004537  /18-04-24","4158004537  /18-04-24","SEK","-254.63","195320.7","Doc 789","A288","2018-05-04 15:57:01"
"1118","2018-04-26","Wellington  /18-04-26","Wellington  /18-04-26","Wellington  /18-04-26","SEK","-342.43","195575.33","Doc 796","A287","2018-05-04 15:57:00"
"1117","2018-04-25","441282798545/18-04-22","441282798545/18-04-22","441282798545/18-04-22","SEK","-166.14","195917.76","Doc 786","A272","2018-05-04 15:57:00"
"1116","2018-04-25","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","600","196083.9","","A236","2018-05-04 15:56:59"
"1115","2018-04-25","R71-P173","R71-P173","Lön","SEK","-30182","195483.9","Rep 71","A299","2018-05-04 15:56:59"
"1114","2018-04-25","R71-P174","R71-P174","Lön","SEK","-11363","225665.9","Rep 71","A297","2018-05-04 15:56:59"
"1113","2018-04-25","R71-P175","R71-P175","Lön","SEK","-26170","237028.9","Rep 71","A298","2018-05-04 15:56:59"
"1112","2018-04-24","Sj Mobilapp /18-04-23","Sj Mobilapp /18-04-23","Sj Mobilapp /18-04-23","SEK","-1084","263198.9","Doc 788","A256","2018-05-04 15:56:59"
"1111","2018-04-24","4154486673  /18-04-23","4154486673  /18-04-23","4154486673  /18-04-23","SEK","-217.89","264282.9","Doc 779","A286","2018-05-04 15:56:59"
"1110","2018-04-23","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","10125","264500.79","","A237","2018-05-04 15:56:58"
"1109","2018-04-23","8778877815  /18-04-20","8778877815  /18-04-20","8778877815  /18-04-20","SEK","-424.97","254375.79","Doc 839","A271","2018-05-04 15:56:58"
"1108","2018-04-20","Sj Mobilapp /18-04-19","Sj Mobilapp /18-04-19","Sj Mobilapp /18-04-19","SEK","-465","254800.76","Doc 787","A257","2018-05-04 15:56:58"
"1107","2018-04-20","Everyday AB","Everyday AB","Everyday AB","SEK","139661","255265.76","","","2018-05-04 15:56:57"
"1106","2018-04-18","8778877815  /18-04-17","8778877815  /18-04-17","8778877815  /18-04-17","SEK","-855.08","115604.76","Doc 791","A285","2018-05-04 15:56:57"
"1105","2018-04-18","Kostnad","Kostnad","Kostnad","SEK","-35","116459.84","","A270,A623","2018-05-04 15:56:57"
"1104","2018-04-18","281088140846","281088140846","281088140846","SEK","-10019.45","116494.84","Doc 772","A284,A556","2018-05-04 15:56:57"
"1103","2018-04-18","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","1100","126514.29","","A238","2018-05-04 15:56:54"
"1102","2018-04-17","Kostnad","Kostnad","Kostnad","SEK","-35","125414.29","","A269,A624","2018-05-04 15:56:54"
"1101","2018-04-17","281078122557","281078122557","281078122557","SEK","-4608.62","125449.29","Doc 770","A283","2018-05-04 15:56:53"
"1100","2018-04-16","34933184607 /18-04-12","34933184607 /18-04-12","34933184607 /18-04-12","SEK","-319.56","130057.91","Doc 782,Doc 882","A267","2018-05-04 15:56:53"
"1099","2018-04-16","3233752822  /18-04-14","3233752822  /18-04-14","3233752822  /18-04-14","SEK","-61.18","130377.47","Doc 783","A282","2018-05-04 15:56:53"
"1098","2018-04-16","8778877815  /18-04-11","8778877815  /18-04-11","8778877815  /18-04-11","SEK","-216.65","130438.65","Doc 780","A268","2018-05-04 15:56:52"
"1097","2018-04-13","Tallinn     /18-04-12","Tallinn     /18-04-12","Tallinn     /18-04-12","SEK","-616.13","130655.3","Doc 781","A266","2018-05-04 15:56:52"
"1096","2018-04-13","8662781349  /18-04-12","8662781349  /18-04-12","8662781349  /18-04-12","SEK","-295.68","131271.43","Doc 776","A281","2018-05-04 15:56:52"
"1095","2018-04-12","Skatteverket","",,"SEK","-47408","131567.11","","A260","2018-05-04 15:56:50"
"1094","2018-04-10","Alexander Awareness Tg","Faktura 1009913","Faktura 1009913","SEK","-170","178975.11","Doc 634","A265","2018-05-04 15:56:49"
"1093","2018-04-09","Everyday AB","Everyday AB","Everyday AB","SEK","13756.62","179145.11","","","2018-05-04 15:56:49"
"1092","2018-04-09","Klientmedel Billogram AB","",,"SEK","-1244","165388.49","Doc 604","A258","2018-05-04 15:56:49"
"1091","2018-04-09","Norrsken Hou/18-04-06","Norrsken Hou/18-04-06","Norrsken Hou/18-04-06","SEK","15241.94","166632.49","","A296","2018-05-04 15:56:48"
"1090","2018-04-06","Db Tt/cchelp/18-04-05","Db Tt/cchelp/18-04-05","Db Tt/cchelp/18-04-05","SEK","-105.42","151390.55","","A280","2018-05-04 15:56:47"
"1089","2018-04-05","La Mirada   /18-04-04","La Mirada   /18-04-04","La Mirada   /18-04-04","SEK","-250.2","151495.97","","A279","2018-05-04 15:56:45"
"1088","2018-04-04","61383766284 /18-04-03","61383766284 /18-04-03","61383766284 /18-04-03","SEK","-249.72","151746.17","","A278","2018-05-04 15:56:44"
"1087","2018-04-04","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","3900","151995.89","","","2018-05-04 15:56:43"
"1086","2018-04-03","Toronto     /18-04-02","Toronto     /18-04-02","Toronto     /18-04-02","SEK","-85.89","148095.89","Doc 721","A277","2018-05-04 15:56:42"
"1085","2018-04-03","4154486673  /18-04-02","4154486673  /18-04-02","4154486673  /18-04-02","SEK","-60.25","148181.78","Doc 724","A264","2018-05-04 15:56:42"
"1084","2018-04-03","Hi3g","Hi3g","Hi3g","SEK","-999","148242.03","","A263","2018-05-04 15:56:41"
"1083","2018-04-03","Trygg-Hansa","Trygg-Hansa","Trygg-Hansa","SEK","-301","149241.03","","A276","2018-05-04 15:56:41"
"1082","2018-04-03","Bruce       /18-04-01","Bruce       /18-04-01","Bruce       /18-04-01","SEK","-690","149542.03","Doc 902","A275","2018-05-04 15:56:40"
"1081","2018-04-03","Ccögoogle Co/18-04-02","Ccögoogle Co/18-04-02","Ccögoogle Co/18-04-02","SEK","-252.45","150232.03","Doc 790","A262","2018-05-04 15:56:39"
"1080","2018-04-03","6463978051  /18-04-01","6463978051  /18-04-01","6463978051  /18-04-01","SEK","-47.65","150484.48","Doc 658","A261","2018-05-04 15:56:39"
"1079","2018-03-29","3122815333  /18-03-28","3122815333  /18-03-28","3122815333  /18-03-28","SEK","-845.13","150532.13","Doc 645","A245","2018-05-04 15:56:39"
"1078","2018-03-28","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","2200","151377.26","","","2018-05-04 15:56:38"
"1077","2018-03-27","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","1100","149177.26","","","2018-05-04 15:56:38"
"1076","2018-03-26","4158004537  /18-03-24","4158004537  /18-03-24","4158004537  /18-03-24","SEK","-246.23","148077.26","Doc 643","A244","2018-05-04 15:56:38"
"1075","2018-03-26","440128279854/18-03-22","440128279854/18-03-22","440128279854/18-03-22","SEK","-161.32","148323.49","Doc 630","A243","2018-05-04 15:56:38"
"1074","2018-03-26","Kostnad","Kostnad","Kostnad","SEK","-35","148484.81","","A242,A572","2018-05-04 15:56:38"
"1073","2018-03-26","280857991514","280857991514","280857991514","SEK","-9839.55","148519.81","Doc 605","A241,A503","2018-05-04 15:56:38"
"1072","2018-03-26","Kreditfa 202","Kreditfa 202","Acroyoga","SEK","-1100","158359.36","Doc 633","A240","2018-05-04 15:56:38"
"1071","2018-03-26","Alexander Awareness Tg","Faktura 1009913","Faktura 1009913","SEK","-680","159459.36","Doc 634","A239","2018-05-04 15:56:38"
